id	description	group_id	group	bufrtype_id	bufrtype	subtype_id	subtype	obstype_id	obstype	codetype_id	codetype	sensor_id	sensor	satellite_instrument_id	satellite_instrument	satellite_identifier_id	satellite_identifier	accumulation_length
37006	CRYOSAT 2 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	217	CRYOSAT-2 RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	47	CryoSat-2	-1
8002	METEOSAT 3 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	50	METEOSAT 3	-1
8003	METEOSAT 4 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	51	METEOSAT 4	-1
8004	METEOSAT 5 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	52	METEOSAT 5	-1
8005	METEOSAT 6 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	53	METEOSAT 6	-1
8006	METEOSAT 7 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	54	METEOSAT 7	-1
8007	METEOSAT 8 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	55	METEOSAT 8	-1
8008	METEOSAT 9 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	56	METEOSAT 9	-1
8031	METEOSAT 10 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	57	METEOSAT 10	-1
8034	Meteosat-1 AMV	9	SATOB	5	SATOB	82	SATOB AMV	3	SATOB	88	SATOB AMV	-1	-1	-1	-1	58	METEOSAT 1	-1
8001	METEOSAT 2 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	59	METEOSAT 2	-1
37001	ENVISAT RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	213	ENVISAT RADAR ALTIMETER 	12	WAVE	123	RALT	-1	-1	-1	-1	60	ENVISAT	-1
8056	METEOSAT 11 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	70	METEOSAT 11	-1
8043	GMS-3 SATOB-AMV	9	SATOB	5	SATOB	82	SATOB AMV	3	SATOB	88	SATOB AMV	-1	-1	-1	-1	150	GMS 3	-1
8032	GMS-3 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	150	GMS 3	-1
8033	GMS-4 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	151	GMS 4	-1
8009	GMS 5 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	152	GMS 5	-1
8010	MTSAT-1R AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	171	MTSAT-1R	-1
8026	MTSAT-2 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	172	MTSAT-2	-1
8053	Himawari 8 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	173	Himawari-8	-1
8058	Himawari 9 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	174	Himawari-9	-1
8036	NOAA 9 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	201	NOAA 9	-1
8037	NOAA 10 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	202	NOAA 10	-1
8038	NOAA 11 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	203	NOAA 11	-1
8039	NOAA 12 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	204	NOAA 12	-1
8040	NOAA 14 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	205	NOAA 14	-1
8015	NOAA 15 AVHRR IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	206	NOAA 15	-1
8016	NOAA 16 AVHRR IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	207	NOAA 16	-1
8017	NOAA 17 AVHRR IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	208	NOAA 17	-1
8018	NOAA 18 AVHRR IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	209	NOAA 18	-1
8019	NOAA 19 AVHRR IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	223	NOAA 19	-1
8050	NPP AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	224	NPP	-1
8051	GOES 6 AMV subtype 82	9	SATOB	5	SATOB	82	SATOB AMV	3	SATOB	88	SATOB AMV	-1	-1	-1	-1	250	GOES 6	-1
8052	GOES 6 AMV subtype 83	9	SATOB	5	SATOB	83	GOES-6 AMV subtype 83	3	SATOB	88	SATOB AMV	-1	-1	-1	-1	250	GOES 6	-1
8042	GOES 8 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	252	GOES 8	-1
8011	GOES 9 WV AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	253	GOES 9	-1
8012	GOES 10 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	254	GOES 10	-1
8013	GOES 11 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	255	GOES 11	-1
8014	GOES 12 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	256	GOES 12	-1
8025	GOES 13 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	257	GOES 13	-1
8028	GOES 14 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	258	GOES 14	-1
8029	GOES 15 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	259	GOES 15	-1
37002	JASON 1 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	214	JASON RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	260	JASON 1	-1
37003	JASON 2 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	216	JASON-2 RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	261	JASON 2	-1
8046	KALPANA-1 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	410	KALPANA-1	-1
37007	SARAL RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	218	SARAL RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	441	SARAL	-1
8049	INSAT-3D AMVs	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	471	INSAT 3D	-1
8022	FY-2C IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	513	FY-2C	-1
8023	FY-2D IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	514	FY-2D	-1
8024	FY-2E IR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	515	FY-2E	-1
8035	NOAA 7 AVHRR AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	707	NOAA 7	-1
8020	TERRA MODIS AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	783	TERRA	-1
8021	AQUA MODIS AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	784	AQUA	-1
8045	COMS-1 AMV 	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	810	COMS-1	-1
8048	Dual-Metop AMVs	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	852	Combination of Metop-1 to Metop-3	-1
8047	Leo-Geo AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	854	Non specific mixture of geostationary and low earth orbiting satellites	-1
8044	GMS-1 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	153	GMS	-1
8041	GMS-2 SATOB-AMV	9	SATOB	5	SATOB	82	SATOB AMV	3	SATOB	88	SATOB AMV	-1	-1	-1	-1	154	GMS 2	-1
8054	FY-2G AMVs	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	517	FY-2G	-1
37008	JASON 3 RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	216	JASON-2 RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	262	JASON 3	-1
37009	Sentinel 3A RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	220	SENTINEL 3 RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	61	Sentinel 3A	-1
8062	Sentinel 3A AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	61	Sentinel 3A	-1
8057	GOES 16 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	270	GOES 16	-1
8060	NOAA 20 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	225	NOAA 20	-1
37010	Sentinel 3B RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	220	SENTINEL 3 RADAR ALTIMETER	12	WAVE	123	RALT	-1	-1	-1	-1	65	Sentinel 3B	-1
8063	Sentinel 3B AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	65	Sentinel 3B	-1
8061	GOES 17 AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	271	GOES 17	-1
38001	Sentinel 1A SAR-C	39	WAVE spectra	12	ERS-SSMI-SCAT	232	Sentinel 1 SAR-C	12	WAVE	123	RALT	-1	-1	-1	-1	62	Sentinel 1A	-1
38002	Sentinel 1B SAR-C	39	WAVE spectra	12	ERS-SSMI-SCAT	232	Sentinel 1 SAR-C	12	WAVE	123	RALT	-1	-1	-1	-1	63	Sentinel 1B	-1
37012	Sentinel 6A RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	233	Sentinel 6 RALT WAVE	12	WAVE	123	RALT	-1	-1	-1	-1	66	Sentinel 6A	-1
37013	Sentinel 6B RALT WAVE	38	WAVE integrated Parameters	12	ERS-SSMI-SCAT	233	Sentinel 6 RALT WAVE	12	WAVE	123	RALT	-1	-1	-1	-1	67	Sentinel 6B	-1
8064	Mixed Sentinel AMV	9	SATOB	5	SATOB	87	AMV	3	SATOB	90	AMV	-1	-1	-1	-1	856	Combination of Sentinel-3 satellites	-1
39001	1h rain gauge accumulation	40	RAINGG	0	Land Surface	126	Rain Gauge	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3600
39002	3h rain gauge accumulation	40	RAINGG	0	Land Surface	126	Rain Gauge	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10800
39003	6h rain gauge accumulation	40	RAINGG	0	Land Surface	126	Rain Gauge	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21600
39004	12h rain gauge accumulation	40	RAINGG	0	Land Surface	126	Rain Gauge	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43200
39005	24h rain gauge accumulation	40	RAINGG	0	Land Surface	126	Rain Gauge	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86400
